Designator,Mid X,Mid Y,Rotation,Layer
C9_5,131.999,-101.481,270.0,top
C9_4,151.025,-126.852,270.0,top
C9_3,112.973,-126.852,270.0,top
C9_2,112.973,-76.11,270.0,top
C9,170.051,-126.852,270.0,top
J1_20,144.929,-131.551,0.0,top
J1_19,182.981,-131.551,0.0,top
J1_18,125.903,-131.551,0.0,top
J1_17,125.903,-55.438,0.0,top
J1_16,106.877,-106.18,0.0,top
J1_15,125.903,-80.809,0.0,top
J1_14,106.877,-80.809,0.0,top
J1_13,182.981,-80.809,0.0,top
J1_12,106.877,-131.551,0.0,top
J1_11,144.929,-80.809,0.0,top
J1_10,163.955,-106.18,0.0,top
J1_9,163.955,-80.809,0.0,top
J1_8,163.955,-55.438,0.0,top
J1_7,106.877,-55.438,0.0,top
J1_6,182.981,-55.438,0.0,top
J1_5,125.903,-106.18,0.0,top
J1_4,182.981,-106.18,0.0,top
J1_3,144.929,-55.438,0.0,top
J1_2,163.955,-131.551,0.0,top
J1,144.929,-106.18,0.0,top
OSC1_20,164.836,-59.255,180.0,top
OSC1_19,183.862,-135.368,180.0,top
OSC1_18,126.784,-109.997,180.0,top
