Designator,Mid X,Mid Y,Rotation,Layer
L2_7,122.973,-55.3485,180.0,top
L2_6,122.973,-69.9106,180.0,top
L2_5,122.973,-142.7211,180.0,top
L2_4,122.973,-128.159,180.0,top
L2_3,122.973,-99.0348,180.0,top
L2_2,122.973,-84.4727,180.0,top
L2,122.973,-113.5969,180.0,top
OSC2_4,102.201,-87.982,180.0,top
OSC2_3,102.201,-62.611,180.0,top
OSC2_2,102.201,-113.353,180.0,top
OSC2,102.201,-138.724,180.0,top
R10_4,143.940581,-134.756103,0.0,bottom
R10_3,143.940581,-107.985722,0.0,bottom
R10_2,143.940581,-81.232722,0.0,bottom
R10,143.940581,-54.479722,0.0,bottom
R11_4,138.850581,-139.552981,0.0,top
R11_3,138.850581,-112.7826,0.0,top
R11_2,138.850581,-86.0296,0.0,top
R11,138.850581,-59.2766,0.0,top
R12_4,141.020581,-144.746381,180.0,top
R12_3,141.020581,-117.976,180.0,top
R12_2,141.020581,-91.223,180.0,top
R12,141.020581,-64.47,180.0,top
R13_4,138.850581,-134.267703,0.0,top
R13_3,138.850581,-107.497322,0.0,top
R13_2,138.850581,-80.744322,0.0,top
R13,138.850581,-53.991322,0.0,top
R14_4,145.687503,-140.621381,0.0,top
R14_3,145.687503,-113.851,0.0,top
R14_2,145.687503,-87.098,0.0,top
R14,145.687503,-60.345,0.0,top
R15_4,148.104503,-137.127381,270.0,top
R15_3,148.104503,-110.357,270.0,top
R15_2,148.104503,-83.604,270.0,top
R15,148.104503,-56.851,270.0,top
R16_4,147.624503,-143.707781,0.0,top
R16_3,147.624503,-116.9374,0.0,top
R16_2,147.624503,-90.1844,0.0,top
R16,147.624503,-63.4314,0.0,top
R17_4,147.624503,-144.746381,0.0,top
R17_3,147.624503,-117.976,0.0,top
R17_2,147.624503,-91.223,0.0,top
R17,147.624503,-64.47,0.0,top
R18_4,147.624503,-141.641981,0.0,top
R18_3,147.624503,-114.8716,0.0,top
R18_2,147.624503,-88.1186,0.0,top
R18,147.624503,-61.3656,0.0,top
R19_4,147.624503,-142.685981,0.0,top
R19_3,147.624503,-115.9156,0.0,top
R19_2,147.624503,-89.1626,0.0,top
R19,147.624503,-62.4096,0.0,top
R2_7,118.148,-135.6711,90.0,top
R2_6,118.148,-48.2985,90.0,top
R2_5,118.148,-106.5469,90.0,top
R2_4,118.148,-121.109,90.0,top
R2_3,118.148,-91.9848,90.0,top
R2_2,118.148,-77.4227,90.0,top
R2,118.148,-62.8606,90.0,top
R3_4,143.940581,-135.716103,0.0,bottom
R3_3,143.940581,-108.945722,0.0,bottom
R3_2,143.940581,-82.192722,0.0,bottom
R3,143.940581,-55.439722,0.0,bottom
R39_4,96.598,-92.025,180.0,top
R39_3,96.598,-117.396,180.0,top
R39_2,96.598,-66.654,180.0,top
R39,96.598,-142.767,180.0,top
R4_4,137.325581,-135.236103,270.0,bottom
R4_3,137.325581,-108.465722,270.0,bottom
R4_2,137.325581,-81.712722,270.0,bottom
R4,137.325581,-54.959722,270.0,bottom
R40_4,95.224,-60.191,90.0,top
R40_3,95.224,-136.304,90.0,top
R40_2,95.224,-110.933,90.0,top
R40,95.224,-85.562,90.0,top
R41_4,95.224,-134.526,270.0,top
R41_3,95.224,-58.413,270.0,top
R41_2,95.224,-83.784,270.0,top
R41,95.224,-109.155,270.0,top
R42_4,95.363,-141.223,270.0,top
R42_3,95.363,-90.481,270.0,top
R42_2,95.363,-115.852,270.0,top
R42,95.363,-65.11,270.0,top
R43_4,100.212,-139.437,90.0,top
R43_3,100.212,-114.066,90.0,top
R43_2,100.212,-88.695,90.0,top
R43,100.212,-63.324,90.0,top
R44_4,95.363,-114.074,90.0,top
R44_3,95.363,-88.703,90.0,top
R44_2,95.363,-63.332,90.0,top
R44,95.363,-139.445,90.0,top
R45_4,100.212,-141.223,270.0,top
R45_3,100.212,-90.481,270.0,top
R45_2,100.212,-115.852,270.0,top
R45,100.212,-65.11,270.0,top
R46_7,158.969162,-70.683333,0.0,top
R46_6,158.969162,-85.548333,0.0,top
R46_5,158.969162,-145.007333,0.0,top
R46_4,158.969162,-130.143333,0.0,top
R46_3,158.969162,-55.818333,0.0,top
R46_2,158.969162,-100.413333,0.0,top
R46,158.969162,-115.278333,0.0,top
R47_7,162.684162,-105.610833,180.0,top
R47_6,162.684162,-61.015833,180.0,top
R47_5,162.684162,-120.475833,180.0,top
R47_4,162.684162,-75.880833,180.0,top
R47_3,162.684162,-46.150833,180.0,top
R47_2,162.684162,-90.745833,180.0,top
R47,162.684162,-135.339833,180.0,top
R48_7,162.684162,-70.683333,180.0,top
R48_6,162.684162,-85.548333,180.0,top
R48_5,162.684162,-130.143333,180.0,top
R48_4,162.684162,-55.818333,180.0,top
R48_3,162.684162,-100.413333,180.0,top
R48_2,162.684162,-145.007333,180.0,top
R48,162.684162,-115.278333,180.0,top
R49_7,160.826662,-120.473333,0.0,top
R49_6,160.826662,-61.013333,0.0,top
R49_5,160.826662,-46.148333,0.0,top
R49_4,160.826662,-90.743333,0.0,top
R49_3,160.826662,-135.337333,0.0,top
R49_2,160.826662,-75.878333,0.0,top
R49,160.826662,-105.608333,0.0,top
R5_7,127.698,-62.8606,270.0,top
R5_6,127.698,-77.4227,270.0,top
R5_5,127.698,-106.5469,270.0,top
R5_4,127.698,-121.109,270.0,top
R5_3,127.698,-48.2985,270.0,top
R5_2,127.698,-91.9848,270.0,top
R5,127.698,-135.6711,270.0,top
R50_7,165.619162,-70.683333,0.0,top
R50_6,165.619162,-115.278333,0.0,top
R50_5,165.619162,-100.413333,0.0,top
R50_4,165.619162,-145.007333,0.0,top
R50_3,165.619162,-85.548333,0.0,top
R50_2,165.619162,-55.818333,0.0,top
R50,165.619162,-130.143333,0.0,top
R51_7,169.334162,-100.413333,180.0,top
R51_6,169.334162,-145.007333,180.0,top
R51_5,169.334162,-115.278333,180.0,top
R51_4,169.334162,-70.683333,180.0,top
R51_3,169.334162,-55.818333,180.0,top
R51_2,169.334162,-130.143333,180.0,top
R51,169.334162,-85.548333,180.0,top
R52_7,167.439162,-75.880833,0.0,top
R52_6,167.439162,-120.475833,0.0,top
R52_5,167.439162,-105.610833,0.0,top
R52_4,167.439162,-135.339833,0.0,top
R52_3,167.439162,-46.150833,0.0,top
R52_2,167.439162,-90.745833,0.0,top
R52,167.439162,-61.015833,0.0,top
R53_4,106.937,-63.701,270.0,top
